datetime,zone_id,station_no,serial_no,ta,rh,a_s,co2,pm2_5,pm10
2019-09-18,2_trim_2,4,40A249A8,23.6,51.4,0.06,590.6,34.37,27.2
2019-09-18,3_chassis_1,1,416C1935,22.58,57.4,0.03,575.05,35.63,24.86
2019-09-18,3_chassis_1,2,416C1958,22.39,54.85,0.01,634.76,35.98,25.95
2019-09-18,3_chassis_1,3,412451D2,22.67,51.27,0.04,565.18,36.53,25.47
2019-09-18,3_chassis_1,4,41245191,23.12,50.6,0.04,576.35,35.07,25.19
2019-09-18,4_chassis_2,2,416C1AEB,23.39,53.64,0.03,516.87,34.46,24.41
2019-09-18,7_inspect,1,416C18C5,22.23,52.59,0.02,590.92,35.85,26.28
2019-09-19,1_trim_1,5,40E91539,23.43,55.86,0.04,527.68,34.58,24.57
2019-09-19,2_trim_2,1,412450B7,23.43,50.32,0.04,608.53,36.12,24.65
2019-09-19,2_trim_2,2,416C19C7,23.36,55.71,0.04,569.85,35.39,25.42
2019-09-19,2_trim_2,3,4124511D,22.7,53.85,0.04,563.88,35.3,26.53
2019-09-19,2_trim_2,4,40A249A8,23.51,53.28,0.06,592.2,36.33,24.88
2019-09-19,3_chassis_1,1,416C1935,22.27,60.33,0.03,548.08,33.18,24.61
2019-09-19,3_chassis_1,2,416C1958,22.55,56.18,0.03,652.52,36.1,26.91
2019-09-19,3_chassis_1,3,412451D2,22.15,54.25,0.07,526.16,32.66,26.09
2019-09-19,3_chassis_1,4,41245191,22.96,52.53,0.04,549.5,35.04,25.77
2019-09-19,4_chassis_2,2,416C1AEB,23.54,55.46,0.03,564.77,36.09,25.11
2019-09-19,7_inspect,1,416C18C5,22.15,54.77,0.04,623.94,34.65,25.5
2019-09-20,1_trim_1,5,40E91539,23.73,56.55,0.03,498.32,36.62,26.06
2019-09-20,2_trim_2,1,412450B7,23.74,51.18,0.04,540.28,35.36,24.62
2019-09-20,2_trim_2,2,416C19C7,23.62,56.31,0.04,540.87,35.56,26.35
2019-09-20,2_trim_2,3,4124511D,23.22,53.5,0.04,534.55,32.86,26.0
2019-09-20,2_trim_2,4,40A249A8,23.93,54.42,0.06,529.08,35.79,25.68
2019-09-20,3_chassis_1,1,416C1935,22.4,61.26,0.03,521.42,34.0,25.41
2019-09-20,3_chassis_1,2,416C1958,22.65,57.46,0.02,590.4,34.75,23.69
2019-09-20,3_chassis_1,3,412451D2,22.35,54.97,0.06,510.49,36.19,25.59
2019-09-20,3_chassis_1,4,41245191,23.13,53.47,0.05,551.17,36.9,25.39
2019-09-20,4_chassis_2,2,416C1AEB,23.66,56.55,0.04,501.52,36.75,25.76
2019-09-20,7_inspect,1,416C18C5,22.39,55.71,0.03,564.5,33.97,26.38
2019-09-21,1_trim_1,5,40E91539,24.02,55.19,0.02,465.01,37.61,25.98
2019-09-21,2_trim_2,1,412450B7,24.34,51.39,0.04,456.46,36.17,25.57
2019-09-21,2_trim_2,2,416C19C7,24.01,56.2,0.03,462.05,35.16,26.83
2019-09-21,2_trim_2,3,4124511D,23.73,52.61,0.03,448.88,37.06,26.21
2019-09-21,2_trim_2,4,40A249A8,25.07,54.61,0.05,438.09,33.74,26.66
2019-09-21,3_chassis_1,1,416C1935,23.49,59.49,0.02,444.8,34.08,25.22
2019-09-21,3_chassis_1,2,416C1958,23.37,56.72,0.01,479.86,37.66,26.1
2019-09-21,3_chassis_1,3,412451D2,23.91,52.44,0.01,427.71,34.64,24.17
2019-09-21,3_chassis_1,4,41245191,24.4,50.73,0.03,431.18,32.95,24.71
2019-09-21,4_chassis_2,2,416C1AEB,24.08,56.78,0.01,372.27,35.46,24.83
2019-09-21,7_inspect,1,416C18C5,23.48,53.76,0.01,447.87,35.29,24.86
2019-09-22,1_trim_1,5,40E91539,24.17,51.23,0.02,465.26,35.29,24.56
2019-09-22,2_trim_2,1,412450B7,24.98,48.17,0.03,448.38,36.61,25.46
2019-09-22,2_trim_2,3,4124511D,24.56,49.61,0.03,438.54,34.9,25.05
2019-09-22,2_trim_2,4,40A249A8,25.88,51.29,0.06,425.99,36.9,26.4
2019-09-22,3_chassis_1,1,416C1935,24.22,55.96,0.02,414.88,34.9,26.68
2019-09-22,3_chassis_1,2,416C1958,24.06,54.31,0.01,467.64,34.96,25.1
2019-09-22,3_chassis_1,3,412451D2,24.84,49.23,0.01,402.69,36.0,24.39
2019-09-22,3_chassis_1,4,41245191,25.25,47.37,0.03,411.81,33.57,27.01
2019-09-22,4_chassis_2,2,416C1AEB,24.73,54.02,0.02,361.67,35.76,24.92
2019-09-22,7_inspect,1,416C18C5,24.4,50.82,0.01,440.25,34.1,24.15
2019-09-23,1_trim_1,5,40E91539,23.58,40.89,0.03,594.8,35.07,26.03
2019-09-23,2_trim_2,1,412450B7,24.12,33.3,0.05,543.67,35.5,24.72
2019-09-23,2_trim_2,3,4124511D,23.69,34.62,0.07,532.28,35.03,26.75
2019-09-23,2_trim_2,4,40A249A8,24.62,36.55,0.06,537.59,33.94,26.85
2019-09-23,3_chassis_1,1,416C1935,23.24,36.6,0.04,536.26,32.95,25.07
2019-09-23,3_chassis_1,2,416C1958,23.23,41.48,0.02,584.61,34.97,25.06
2019-09-23,3_chassis_1,3,412451D2,23.08,36.9,0.08,524.12,36.45,25.16
2019-09-23,3_chassis_1,4,41245191,23.48,35.58,0.06,564.79,36.1,24.91
2019-09-23,4_chassis_2,2,416C1AEB,24.05,37.77,0.04,490.34,36.13,25.57
2019-09-23,7_inspect,1,416C18C5,22.86,38.87,0.04,551.52,35.8,25.61
2019-09-24,1_trim_1,5,40E91539,23.32,32.52,0.03,587.5,37.89,23.1
2019-09-24,2_trim_2,1,412450B7,23.58,30.7,0.04,582.09,33.88,25.42
2019-09-24,2_trim_2,2,416C19C7,24.33,36.0,0.03,609.0,66.0,1.0
2019-09-24,2_trim_2,3,4124511D,22.93,32.28,0.09,576.41,33.34,24.3
2019-09-24,2_trim_2,4,40A249A8,24.04,33.16,0.06,605.45,34.88,25.28
2019-09-24,3_chassis_1,1,416C1935,23.0,32.54,0.03,560.64,36.12,27.2
2019-09-24,3_chassis_1,2,416C1958,23.01,38.44,0.02,614.44,33.47,24.49
2019-09-24,3_chassis_1,3,412451D2,22.85,33.61,0.07,545.59,33.2,26.25
2019-09-24,3_chassis_1,4,41245191,23.41,31.54,0.05,584.19,35.42,25.35
2019-09-24,4_chassis_2,2,416C1AEB,23.75,33.98,0.04,496.68,36.27,25.49
2019-09-24,7_inspect,1,416C18C5,22.86,35.55,0.03,578.86,36.97,26.85
2019-09-25,1_trim_1,5,40E91539,23.04,38.36,0.04,604.3,36.93,25.58
2019-09-25,2_trim_2,1,412450B7,23.49,36.16,0.05,593.43,35.54,25.79
2019-09-25,2_trim_2,2,416C19C7,23.77,40.0,0.02,466.0,23.0,15.0
2019-09-25,2_trim_2,3,4124511D,23.49,36.32,0.04,568.67,35.58,26.05
2019-09-25,2_trim_2,4,40A249A8,24.0,38.49,0.06,605.9,36.47,26.14
2019-09-25,3_chassis_1,1,416C1935,23.04,39.81,0.03,563.78,35.03,24.74
2019-09-25,3_chassis_1,2,416C1958,23.06,42.87,0.02,618.88,33.84,26.48
2019-09-25,3_chassis_1,3,412451D2,22.85,38.99,0.07,551.38,34.34,24.52
2019-09-25,3_chassis_1,4,41245191,23.36,37.25,0.05,580.73,37.3,23.97
2019-09-25,4_chassis_2,2,416C1AEB,23.77,39.72,0.04,489.42,35.42,24.96
2019-09-25,7_inspect,1,416C18C5,22.91,40.26,0.03,581.87,36.47,24.92
2019-09-26,1_trim_1,5,40E91539,23.65,46.02,0.03,639.83,35.56,25.3
2019-09-26,2_trim_2,1,412450B7,23.95,42.59,0.03,567.05,36.81,25.17
2019-09-26,2_trim_2,3,4124511D,23.19,44.69,0.12,566.61,36.15,26.41
2019-09-26,2_trim_2,4,40A249A8,24.34,45.26,0.06,573.19,36.47,24.83
2019-09-26,3_chassis_1,1,416C1935,23.08,49.33,0.03,565.49,35.49,26.51
2019-09-26,3_chassis_1,2,416C1958,23.2,49.09,0.02,623.52,36.83,26.29
2019-09-26,3_chassis_1,3,412451D2,22.96,45.83,0.07,545.34,36.56,23.52
2019-09-26,3_chassis_1,4,41245191,23.27,44.22,0.05,567.86,35.64,25.56
2019-09-26,4_chassis_2,2,416C1AEB,23.93,47.13,0.04,496.26,36.51,26.72
2019-09-26,7_inspect,1,416C18C5,22.91,46.96,0.04,574.06,33.85,24.96
2019-09-27,1_trim_1,5,40E91539,23.68,45.49,0.03,547.31,34.97,25.49
2019-09-27,2_trim_2,1,412450B7,24.03,44.96,0.03,508.28,32.75,27.46
2019-09-27,2_trim_2,2,416C19C7,23.09,35.0,0.08,469.0,44.0,29.0
2019-09-27,2_trim_2,3,4124511D,23.68,40.34,0.07,517.3,36.0,25.16
2019-09-27,2_trim_2,4,40A249A8,24.46,43.0,0.06,536.73,37.24,25.97
2019-09-27,3_chassis_1,1,416C1935,23.2,44.65,0.03,535.9,35.47,24.19
2019-09-27,3_chassis_1,2,416C1958,23.3,46.76,0.02,545.2,36.16,26.08
2019-09-27,3_chassis_1,3,412451D2,23.32,41.84,0.08,506.71,33.9,26.02
2019-09-27,3_chassis_1,4,41245191,23.64,41.09,0.05,539.2,37.4,25.71
2019-09-27,4_chassis_2,2,416C1AEB,24.07,44.49,0.04,466.81,35.01,25.17
2019-09-27,7_inspect,1,416C18C5,22.88,48.04,0.02,517.06,33.29,23.83
2019-09-28,1_trim_1,5,40E91539,23.75,35.06,0.02,460.18,34.92,25.12
2019-09-28,2_trim_2,2,416C19C7,24.58,40.0,0.01,431.62,39.46,24.27
2019-09-28,2_trim_2,3,4124511D,24.01,36.4,0.03,504.55,36.15,26.8
2019-09-28,2_trim_2,4,40A249A8,25.67,36.66,0.06,449.8,36.24,25.52
2019-09-28,3_chassis_1,1,416C1935,23.98,37.96,0.02,439.18,36.2,24.87
2019-09-28,3_chassis_1,2,416C1958,23.98,42.34,0.01,453.66,36.71,25.18
2019-09-28,3_chassis_1,3,412451D2,24.5,36.16,0.01,422.53,31.48,25.36
2019-09-28,3_chassis_1,4,41245191,24.95,33.98,0.03,435.72,36.86,26.67
2019-09-28,4_chassis_2,2,416C1AEB,24.65,37.84,0.02,365.34,35.73,25.73
2019-09-29,1_trim_1,5,40E91539,23.18,39.11,0.02,459.14,35.39,25.71
2019-09-29,2_trim_2,3,4124511D,24.21,36.71,0.03,424.54,35.13,26.67
2019-09-29,2_trim_2,4,40A249A8,26.07,36.88,0.06,418.71,37.68,25.64
2019-09-29,3_chassis_1,1,416C1935,24.29,39.35,0.02,409.75,36.44,25.06
2019-09-29,3_chassis_1,2,416C1958,24.34,42.72,0.01,424.23,34.28,26.92
2019-09-29,3_chassis_1,3,412451D2,24.93,36.93,0.01,395.38,35.79,24.93
2019-09-29,3_chassis_1,4,41245191,25.31,34.74,0.03,408.89,33.98,25.48
2019-09-29,4_chassis_2,2,416C1AEB,24.83,39.02,0.02,350.69,35.33,25.31
2019-09-30,1_trim_1,5,40E91539,23.26,45.04,0.04,571.46,36.03,24.82
2019-09-30,2_trim_2,3,4124511D,23.51,41.23,0.08,537.14,38.31,25.84
2019-09-30,2_trim_2,4,40A249A8,24.72,41.39,0.06,537.75,35.93,25.1
2019-09-30,3_chassis_1,1,416C1935,23.48,44.22,0.03,538.62,38.82,24.89
2019-09-30,3_chassis_1,2,416C1958,23.33,46.52,0.01,558.35,35.59,26.45
2019-09-30,3_chassis_1,3,412451D2,23.63,41.64,0.1,522.79,35.16,27.28
2019-09-30,3_chassis_1,4,41245191,23.58,40.92,0.06,523.04,35.77,27.5
2019-09-30,4_chassis_2,2,416C1AEB,24.05,43.91,0.04,476.97,33.95,24.61
2019-10-01,1_trim_1,5,40E91539,23.63,43.27,0.04,613.56,39.94,25.84
2019-10-01,2_trim_2,2,416C19C7,24.28,44.5,0.05,580.5,56.5,12.0
2019-10-01,2_trim_2,3,4124511D,23.72,39.76,0.04,525.88,34.08,24.81
2019-10-01,2_trim_2,4,40A249A8,24.46,41.85,0.06,551.35,37.11,25.89
2019-10-01,3_chassis_1,1,416C1935,23.23,43.99,0.04,538.68,35.36,24.39
2019-10-01,3_chassis_1,2,416C1958,24.05,46.67,0.02,552.07,35.51,25.82
2019-10-01,3_chassis_1,3,412451D2,23.42,41.34,0.09,525.42,33.12,24.07
2019-10-01,3_chassis_1,4,41245191,23.89,40.53,0.04,635.62,35.66,25.22
2019-10-01,4_chassis_2,2,416C1AEB,23.7,43.15,0.02,391.78,34.77,24.49
2019-10-02,1_trim_1,5,40E91539,23.45,47.03,0.04,549.55,35.39,25.54
2019-10-02,2_trim_2,3,4124511D,23.74,44.44,0.04,521.68,35.16,25.19
2019-10-02,2_trim_2,4,40A249A8,24.53,45.79,0.06,528.19,36.25,26.54
2019-10-02,3_chassis_1,1,416C1935,23.36,49.61,0.03,539.91,33.48,26.47
2019-10-02,3_chassis_1,2,416C1958,23.16,50.3,0.03,559.11,33.23,25.5
2019-10-02,3_chassis_1,3,412451D2,23.46,45.25,0.09,509.51,34.36,25.65
2019-10-02,3_chassis_1,4,41245191,23.72,44.21,0.05,521.43,32.85,27.19
2019-10-02,4_chassis_2,2,416C1AEB,24.13,50.0,0.02,449.08,35.79,27.0
2019-10-03,1_trim_1,5,40E91539,23.45,45.52,0.04,595.41,36.96,25.94
2019-10-03,2_trim_2,1,412450B7,32.17,48.44,0.13,623.56,21.89,20.67
2019-10-03,2_trim_2,2,416C19C7,24.31,47.0,0.02,483.0,52.0,3.0
2019-10-03,2_trim_2,3,4124511D,23.18,41.79,0.12,525.39,36.6,24.99
2019-10-03,2_trim_2,4,40A249A8,24.69,43.0,0.07,550.35,36.12,24.9
2019-10-03,3_chassis_1,1,416C1935,23.32,44.66,0.03,513.26,36.23,25.92
2019-10-03,3_chassis_1,2,416C1958,23.34,47.42,0.03,556.37,35.4,27.22
2019-10-03,3_chassis_1,3,412451D2,23.54,41.59,0.1,482.81,34.4,25.87
2019-10-03,3_chassis_1,4,41245191,23.91,40.42,0.05,503.36,35.92,24.95
2019-10-03,4_chassis_2,2,416C1AEB,24.77,38.62,0.08,613.69,36.15,26.85
2019-10-04,1_trim_1,5,40E91539,23.73,38.9,0.04,554.08,36.41,24.26
2019-10-04,2_trim_2,3,4124511D,23.28,41.58,0.12,503.16,35.6,25.44
2019-10-04,2_trim_2,4,40A249A8,24.92,42.21,0.07,521.67,37.57,24.66
2019-10-04,3_chassis_1,1,416C1935,23.44,44.32,0.03,519.08,35.01,24.82
2019-10-04,3_chassis_1,2,416C1958,23.66,46.59,0.03,532.48,36.32,25.38
2019-10-04,3_chassis_1,3,412451D2,23.69,41.77,0.09,506.18,36.75,24.83
2019-10-04,3_chassis_1,4,41245191,24.65,40.18,0.04,594.8,36.39,25.64
2019-10-04,4_chassis_2,2,416C1AEB,24.79,44.57,0.02,467.75,32.96,22.25
2019-10-05,2_trim_2,1,412450B7,24.77,43.5,0.19,458.83,33.83,15.67
2019-10-05,2_trim_2,2,416C19C7,24.34,50.64,0.02,480.36,34.5,23.79
2019-10-05,2_trim_2,3,4124511D,23.73,47.39,0.03,441.32,34.75,25.64
2019-10-05,2_trim_2,4,40A249A8,25.7,47.3,0.05,444.32,37.19,24.31
2019-10-05,3_chassis_1,1,416C1935,23.92,51.73,0.02,430.77,36.0,25.34
2019-10-05,3_chassis_1,2,416C1958,23.82,51.11,0.01,439.8,36.75,26.61
2019-10-05,3_chassis_1,3,412451D2,24.32,46.47,0.01,419.57,36.22,26.7
2019-10-05,3_chassis_1,4,41245191,24.78,44.69,0.03,431.7,33.54,24.18
2019-10-05,4_chassis_2,2,416C1AEB,23.97,50.91,0.01,372.91,26.91,26.18
2019-10-06,2_trim_2,3,4124511D,24.33,45.9,0.03,425.08,35.24,26.12
2019-10-06,2_trim_2,4,40A249A8,26.15,45.99,0.05,419.85,34.51,25.67
2019-10-06,3_chassis_1,1,416C1935,24.35,49.65,0.01,407.77,35.56,25.29
2019-10-06,3_chassis_1,2,416C1958,24.2,50.04,0.01,411.01,34.53,26.82
2019-10-06,3_chassis_1,3,412451D2,24.81,44.84,0.01,394.07,36.05,26.21
2019-10-06,3_chassis_1,4,41245191,25.17,43.04,0.03,403.89,35.33,25.57
2019-10-06,4_chassis_2,2,416C1AEB,23.86,50.0,0.01,354.8,38.6,33.8
2019-10-07,2_trim_2,1,412450B7,26.0,40.4,0.02,442.0,30.7,23.8
2019-10-07,2_trim_2,2,416C19C7,26.56,48.0,0.06,420.17,38.67,18.83
2019-10-07,2_trim_2,3,4124511D,25.0,46.87,0.03,424.23,37.0,26.58
2019-10-07,2_trim_2,4,40A249A8,26.52,44.34,0.06,418.15,35.81,24.42
2019-10-07,3_chassis_1,1,416C1935,25.11,50.16,0.01,404.14,36.16,25.94
2019-10-07,3_chassis_1,2,416C1958,25.14,49.76,0.01,406.84,35.71,26.3
2019-10-07,3_chassis_1,3,412451D2,25.85,44.65,0.01,392.0,34.78,26.0
2019-10-07,3_chassis_1,4,41245191,25.87,43.58,0.03,400.58,33.82,24.75
2019-10-08,1_trim_1,5,40E91539,23.68,51.38,0.04,615.42,37.02,25.63
2019-10-08,2_trim_2,2,416C19C7,25.25,52.0,0.03,467.0,35.0,15.11
2019-10-08,2_trim_2,3,4124511D,23.87,45.32,0.04,487.28,37.35,26.61
2019-10-08,2_trim_2,4,40A249A8,25.04,46.18,0.07,525.14,36.01,25.82
2019-10-08,3_chassis_1,1,416C1935,23.71,49.63,0.03,512.11,36.45,25.75
2019-10-08,3_chassis_1,2,416C1958,24.92,48.43,0.01,574.71,36.7,26.11
2019-10-08,3_chassis_1,3,412451D2,23.97,45.37,0.09,492.23,33.66,27.14
2019-10-08,3_chassis_1,4,41245191,23.87,45.08,0.05,491.33,34.5,24.01
2019-10-09,1_trim_1,5,40E91539,23.6,37.07,0.03,572.14,35.99,25.75
2019-10-09,2_trim_2,3,4124511D,23.39,35.64,0.04,545.24,34.66,25.47
2019-10-09,2_trim_2,4,40A249A8,24.31,36.84,0.06,543.64,36.47,26.23
2019-10-09,3_chassis_1,1,416C1935,23.31,37.23,0.03,535.99,33.04,25.08
2019-10-09,3_chassis_1,2,416C1958,24.33,40.77,0.01,593.21,33.88,24.91
2019-10-09,3_chassis_1,3,412451D2,23.27,37.13,0.09,521.3,36.51,24.32
2019-10-09,3_chassis_1,4,41245191,23.36,35.93,0.04,541.7,36.19,24.22
2019-10-10,1_trim_1,5,40E91539,23.63,39.68,0.03,569.76,36.17,25.47
2019-10-10,2_trim_2,2,416C19C7,23.99,40.0,0.02,477.57,42.29,19.14
2019-10-10,2_trim_2,3,4124511D,22.56,40.41,0.08,546.38,35.67,24.42
2019-10-10,2_trim_2,4,40A249A8,24.35,39.55,0.06,558.26,36.8,25.15
2019-10-10,3_chassis_1,1,416C1935,23.33,41.38,0.03,561.14,35.93,25.35
2019-10-10,3_chassis_1,2,416C1958,24.48,42.38,0.01,610.84,35.66,26.61
2019-10-10,3_chassis_1,3,412451D2,23.42,39.45,0.1,537.63,37.93,25.73
2019-10-10,3_chassis_1,4,41245191,23.54,38.24,0.05,568.21,33.53,24.77
2019-10-11,1_trim_1,5,40E91539,23.73,43.05,0.03,589.36,34.07,27.41
2019-10-11,2_trim_2,2,416C19C7,24.01,44.0,0.03,657.0,66.0,44.0
2019-10-11,2_trim_2,3,4124511D,23.11,41.45,0.06,546.52,35.97,25.81
2019-10-11,2_trim_2,4,40A249A8,24.2,41.94,0.06,551.75,35.39,24.93
2019-10-11,3_chassis_1,1,416C1935,23.22,44.11,0.04,574.09,36.36,25.47
2019-10-11,3_chassis_1,2,416C1958,24.18,44.42,0.01,600.37,35.81,25.68
2019-10-11,3_chassis_1,3,412451D2,23.27,41.68,0.1,563.88,35.7,24.17
2019-10-11,3_chassis_1,4,41245191,23.47,40.76,0.05,620.62,34.06,24.46
2019-10-12,1_trim_1,5,40E91539,23.52,41.58,0.03,469.45,35.93,26.37
2019-10-12,2_trim_2,2,416C19C7,25.14,42.42,0.02,459.05,36.11,24.95
2019-10-12,2_trim_2,3,4124511D,23.61,40.64,0.03,447.74,34.57,26.48
2019-10-12,2_trim_2,4,40A249A8,25.48,40.57,0.05,460.0,35.82,24.75
2019-10-12,3_chassis_1,1,416C1935,23.85,43.46,0.02,444.34,36.17,25.27
2019-10-12,3_chassis_1,2,416C1958,24.13,44.87,0.01,475.32,38.32,25.52
2019-10-12,3_chassis_1,3,412451D2,24.19,40.4,0.01,443.07,35.34,24.91
2019-10-12,3_chassis_1,4,41245191,24.55,38.59,0.04,453.41,33.79,26.16
2019-10-13,1_trim_1,5,40E91539,22.82,41.85,0.02,468.47,34.6,25.91
2019-10-13,2_trim_2,2,416C19C7,23.88,43.0,0.02,418.33,40.33,33.67
2019-10-13,2_trim_2,3,4124511D,23.85,39.48,0.03,438.11,33.78,24.79
2019-10-13,2_trim_2,4,40A249A8,25.78,39.26,0.05,446.29,35.86,25.31
2019-10-13,3_chassis_1,1,416C1935,24.13,42.12,0.02,441.07,36.36,24.49
2019-10-13,3_chassis_1,2,416C1958,24.21,44.45,0.01,463.37,33.88,25.78
2019-10-13,3_chassis_1,3,412451D2,24.65,39.23,0.01,424.4,34.2,26.16
2019-10-13,3_chassis_1,4,41245191,24.95,37.44,0.04,436.7,34.9,26.41
2019-10-14,1_trim_1,5,40E91539,22.91,46.05,0.02,587.59,34.71,24.06
2019-10-14,2_trim_2,3,4124511D,23.59,42.97,0.06,516.42,36.38,23.49
2019-10-14,2_trim_2,4,40A249A8,24.56,43.37,0.07,539.19,37.04,24.72
2019-10-14,3_chassis_1,1,416C1935,23.4,47.17,0.03,544.22,35.24,25.21
2019-10-14,3_chassis_1,2,416C1958,24.52,46.15,0.01,615.91,35.62,24.61
2019-10-14,3_chassis_1,3,412451D2,23.49,44.15,0.1,507.79,35.82,24.8
2019-10-14,3_chassis_1,4,41245191,23.89,42.39,0.07,520.73,34.64,25.02
2019-10-15,1_trim_1,5,40E91539,23.56,55.66,0.03,611.59,36.34,25.08
2019-10-15,2_trim_2,2,416C19C7,24.71,55.8,0.02,501.2,37.4,17.6
2019-10-15,2_trim_2,3,4124511D,23.75,50.17,0.04,531.68,36.63,26.14
2019-10-15,2_trim_2,4,40A249A8,24.75,50.99,0.07,575.47,37.47,25.15
2019-10-15,3_chassis_1,1,416C1935,23.45,56.08,0.03,584.51,34.68,24.96
2019-10-15,3_chassis_1,2,416C1958,24.85,50.95,0.01,639.79,35.17,24.53
2019-10-15,3_chassis_1,3,412451D2,23.58,50.5,0.09,553.14,36.2,25.03
2019-10-15,3_chassis_1,4,41245191,24.19,48.9,0.07,580.08,33.95,26.12
2019-10-16,1_trim_1,5,40E91539,24.0,58.91,0.03,643.68,36.94,25.35
2019-10-16,2_trim_2,2,416C19C7,24.25,55.84,0.03,543.49,36.06,24.4
2019-10-16,2_trim_2,3,4124511D,23.22,53.36,0.06,540.63,33.62,27.25
2019-10-16,2_trim_2,4,40A249A8,24.81,53.37,0.06,567.94,35.38,24.93
2019-10-16,3_chassis_1,1,416C1935,23.61,57.77,0.03,568.1,37.31,25.88
2019-10-16,3_chassis_1,2,416C1958,24.17,54.54,0.01,606.13,37.28,25.59
2019-10-16,3_chassis_1,3,412451D2,23.58,52.35,0.09,541.62,36.17,25.02
2019-10-16,3_chassis_1,4,41245191,24.14,51.47,0.06,556.42,37.0,26.03
2019-10-17,1_trim_1,5,40E91539,23.93,48.11,0.03,657.94,32.85,26.01
2019-10-17,2_trim_2,2,416C19C7,24.11,44.8,0.05,523.89,36.35,25.77
2019-10-17,2_trim_2,3,4124511D,23.27,41.15,0.06,529.46,36.23,25.34
2019-10-17,2_trim_2,4,40A249A8,24.83,42.56,0.07,552.37,36.14,26.02
2019-10-17,3_chassis_1,1,416C1935,23.4,43.01,0.03,552.18,37.3,24.07
2019-10-17,3_chassis_1,2,416C1958,23.81,45.9,0.02,571.89,36.57,27.29
2019-10-17,3_chassis_1,3,412451D2,23.68,40.56,0.08,743.79,31.8,25.8
2019-10-17,3_chassis_1,4,41245191,24.31,39.21,0.04,551.49,33.86,26.44
2019-10-18,1_trim_1,5,40E91539,23.63,32.76,0.03,572.11,35.38,26.82
2019-10-18,2_trim_2,2,416C19C7,23.89,31.86,0.04,516.69,35.49,25.82
2019-10-18,2_trim_2,3,4124511D,22.85,30.37,0.09,524.6,38.5,23.36
2019-10-18,2_trim_2,4,40A249A8,24.58,31.61,0.06,539.67,36.39,25.3
2019-10-18,3_chassis_1,1,416C1935,23.23,31.59,0.04,552.36,34.76,25.53
2019-10-18,3_chassis_1,2,416C1958,23.5,37.0,0.02,558.74,36.57,24.77
2019-10-18,3_chassis_1,3,412451D2,23.48,31.72,0.09,514.38,35.58,24.4
2019-10-18,3_chassis_1,4,41245191,23.88,29.55,0.04,511.8,35.76,25.31
2019-10-19,1_trim_1,5,40E91539,24.28,31.24,0.02,459.64,34.72,26.13
2019-10-19,2_trim_2,2,416C19C7,23.84,33.0,0.05,585.0,6.0,46.0
2019-10-19,2_trim_2,3,4124511D,23.5,35.88,0.04,466.63,34.57,24.71
2019-10-19,2_trim_2,4,40A249A8,26.2,34.14,0.06,455.28,34.2,24.32
2019-10-19,3_chassis_1,1,416C1935,24.45,37.29,0.01,467.48,35.05,26.72
2019-10-19,3_chassis_1,2,416C1958,24.91,40.42,0.01,466.71,35.4,25.17
2019-10-19,3_chassis_1,3,412451D2,25.02,35.44,0.01,418.53,33.9,24.88
2019-10-19,3_chassis_1,4,41245191,25.64,33.37,0.04,431.78,38.6,24.28
2019-10-20,1_trim_1,5,40E91539,24.19,31.16,0.03,456.32,35.4,25.73
2019-10-20,2_trim_2,3,4124511D,24.45,33.85,0.03,437.39,34.41,25.02
2019-10-20,2_trim_2,4,40A249A8,26.63,33.09,0.06,420.8,37.58,25.14
2019-10-20,3_chassis_1,1,416C1935,24.81,36.47,0.01,437.92,34.32,25.55
2019-10-20,3_chassis_1,2,416C1958,25.39,39.44,0.01,440.56,34.61,24.9
2019-10-20,3_chassis_1,3,412451D2,25.47,34.44,0.01,395.11,35.39,25.3
2019-10-20,3_chassis_1,4,41245191,26.19,32.5,0.04,408.35,35.56,26.21
2019-10-21,1_trim_1,5,40E91539,23.81,39.92,0.03,593.87,33.46,24.13
2019-10-21,2_trim_2,3,4124511D,23.07,40.23,0.07,522.12,36.6,24.97
2019-10-21,2_trim_2,4,40A249A8,25.06,39.07,0.08,529.47,36.41,26.16
2019-10-21,3_chassis_1,1,416C1935,23.58,42.3,0.03,520.62,35.31,25.09
2019-10-21,3_chassis_1,2,416C1958,23.99,43.74,0.02,540.07,34.77,24.73
2019-10-21,3_chassis_1,3,412451D2,23.91,39.55,0.1,487.57,36.53,25.94
2019-10-21,3_chassis_1,4,41245191,24.72,37.46,0.05,585.3,35.79,25.26
2019-10-22,1_trim_1,5,40E91539,23.87,47.02,0.03,599.03,35.01,24.66
2019-10-22,2_trim_2,3,4124511D,22.88,47.52,0.07,531.83,35.72,25.71
2019-10-22,2_trim_2,4,40A249A8,24.86,46.08,0.08,534.32,35.24,25.54
2019-10-22,3_chassis_1,1,416C1935,23.48,50.6,0.03,545.87,35.63,25.0
2019-10-22,3_chassis_1,2,416C1958,23.8,49.49,0.03,560.43,34.34,26.21
2019-10-22,3_chassis_1,3,412451D2,23.76,45.94,0.09,501.84,34.29,24.52
2019-10-22,3_chassis_1,4,41245191,24.43,43.58,0.04,531.2,34.19,25.41
2019-10-23,1_trim_1,5,40E91539,23.93,53.14,0.04,590.15,34.17,26.83
2019-10-23,2_trim_2,3,4124511D,23.49,51.57,0.07,536.07,35.91,25.42
2019-10-23,2_trim_2,4,40A249A8,24.9,51.09,0.07,538.13,35.11,26.33
